transaction_id,customer_id,customer_name,email,card_number,merchant,merchant_category,amount,currency,transaction_type,status,country,device,timestamp,is_fraud
3da6f20b3c884080942af29c6f47e175,c912d3ed,Teresa Best,scotttammy@example.com,4304614120262257310,Greer-Owens,Retail,4681.1,EUR,Payment,Success,French Guiana,Web,2023-04-10 06:25:04,1
2834ec6eb4114d31b210521bfe26cac7,e057a832,Samantha Arnold,cpotter@example.com,4326155983225724,Bennett-Gomez,Electronics,976.19,GBP,Payment,Success,Ireland,POS,2023-10-20 08:19:18,0
0f0b17230b2c47bf976492e829a9c103,61d632d4,Ms. Vanessa Whitehead,davidparker@example.org,30481172034833,"Suarez, King and Leonard",Travel,679.48,EUR,Purchase,Failed,Burkina Faso,ATM,2023-07-23 18:50:29,0
e49d5455656044da9d5b1bbd521024af,8d73cbcc,Renee Chapman,jacqueline29@example.com,4185962085523565481,Horton Group,Electronics,4939.87,USD,Transfer,Failed,Iran,Web,2023-08-18 03:58:29,0
79c7d92089c44c4e9ca617360af327a0,09119806,Mark Smith,hernandeztimothy@example.com,5210685902838757,Key-Ayala,Food,2374.89,EUR,Withdrawal,Success,Hungary,Mobile,2023-02-14 03:09:17,0
38e4918f721645fcb63c93a71ad300b4,c993aee5,Philip Richard,sylvia14@example.org,2717178897523043,Collins-Barr,Retail,1514.11,GBP,Transfer,Pending,Luxembourg,POS,2023-12-09 16:48:08,0
415ef4fa94b24f83bd2bfd95ec4fcf4c,a3200fa4,Rachel Mueller,robertvazquez@example.net,4021797838678124,Johnson Inc,Entertainment,4919.55,CAD,Transfer,Pending,Cameroon,POS,2023-05-16 12:24:32,0
f9ea5823c51441e2b7ac552dbfd7bfce,79862147,Jeffrey Foley,ldavis@example.org,4793028907034,"Roberson, Prince and Barnett",Healthcare,2817.99,CAD,Payment,Success,Holy See (Vatican City State),ATM,2023-09-13 05:49:38,0
f82edf8eb4504154a9381d93f970f89a,e1b2160e,Nathan Ramsey,robinsongail@example.com,6531281357587410,"Little, Carr and Miller",Food,1081.34,CAD,Withdrawal,Success,Cook Islands,POS,2023-04-07 20:14:36,0
5a10ed931c43450297454fdfa31c40bb,27d9a355,Gregory Lowe,kwelch@example.net,344641331306247,Wheeler Ltd,Healthcare,3914.71,GBP,Withdrawal,Pending,China,POS,2023-02-07 10:01:06,0
f6425c191bbc48dba79764700ba6ab78,19f08a31,Mark Taylor,emily90@example.org,3516671917652330,Perez Group,Electronics,1386.05,USD,Purchase,Failed,Luxembourg,Mobile,2023-08-23 03:35:55,0
c788ff746d3d4def878b9bacd9e1be2f,8aa41d16,Megan Guerrero,anna00@example.net,6583592926401090,Porter Group,Travel,1178.37,USD,Purchase,Success,Albania,Mobile,2023-01-14 02:34:38,0
1654a9d89e3e45c88e3ab18194270cb1,16afca4a,Terry Davis,annamiller@example.net,4585050598505428,Rocha LLC,Healthcare,712.09,CAD,Withdrawal,Success,Zimbabwe,Mobile,2023-07-26 04:51:22,0
b8f4326792b146ca9590ad545301be48,4bf510de,Joseph Maynard,imccarty@example.org,676335506686,"Lopez, Alvarez and Reynolds",Retail,887.92,USD,Transfer,Pending,Qatar,POS,2023-06-30 18:07:16,0
464dafda5c994dbbbc965e210e740822,132cc9e2,Kelli Watkins,harrisalyssa@example.net,4675207899978529,"Hall, Jones and Harris",Electronics,1231.51,EUR,Purchase,Success,Svalbard & Jan Mayen Islands,ATM,2023-01-08 13:52:47,0
5ac26aed173c421095059f3187e512de,ce5737c9,Kari Contreras,jflores@example.com,213147771418599,"Perez, Taylor and Maldonado",Retail,3316.16,EUR,Withdrawal,Success,Bermuda,Mobile,2023-10-27 15:23:40,0
5ff513c60c5149b59ccaaf8261d7c71b,beb0de9f,Kayla Smith,padillayvette@example.com,3576315139682405,Hunt Ltd,Electronics,4421.07,GBP,Withdrawal,Failed,Armenia,Web,2023-09-29 06:09:46,0
66e20785459147e69b2a73a4ff9bc55c,17ce39eb,Laura Johnson,ydavis@example.net,4818474678209,Martin-Anderson,Entertainment,4587.97,GBP,Payment,Pending,Isle of Man,Web,2023-01-06 10:02:42,0
422a1b6e493c49059b97a7355355c663,1bec9ede,Brandon Cameron,paula24@example.org,6532866926057983,Riddle Group,Travel,1264.69,GBP,Transfer,Pending,Burkina Faso,POS,2023-01-31 13:13:16,0
ff88c79da71c41efbd0c40b15b3bb225,2457db93,Jean Reese,lauren09@example.net,3503084585217797,"Blevins, Graham and Castro",Electronics,1959.39,EUR,Purchase,Failed,Marshall Islands,Web,2023-03-28 23:00:26,0
76528e83429e4edabe3335153fcac0ff,5efa3e0e,Stacy Chapman,darren00@example.org,4031982819444625,Watson-Hartman,Electronics,1221.02,EUR,Transfer,Failed,Fiji,Mobile,2023-05-07 14:22:40,0
b9f56277f0a04928a27d0c13ff84666c,ecc74166,David Lin,gonzalesjimmy@example.com,4387571236857,Garcia PLC,Food,2168.82,GBP,Withdrawal,Success,Saint Helena,ATM,2023-12-01 23:49:11,0
4644a580a090439e83f97e719e5dce01,68e7cb4e,Crystal Howell,fernando94@example.org,6011807215830201,Miller-Calderon,Electronics,878.21,GBP,Payment,Success,Comoros,Mobile,2023-07-26 15:18:13,0
f04acbcd75cb483ba99bfbf650b85196,f3eb2c0f,Deborah Pitts PhD,dillonwilliam@example.org,3578924041255289,Barrera-Ashley,Healthcare,2116.62,USD,Purchase,Success,Saint Pierre and Miquelon,POS,2023-09-29 00:43:25,0
c257cdd43c104280a13fc197a7bfadb1,8210f1b8,Gary Taylor,vmyers@example.org,4093795943325238,"Castro, Ortiz and Aguilar",Retail,1590.8,USD,Withdrawal,Failed,Christmas Island,POS,2023-11-06 01:10:08,0
bd8ceafdcd4545c493f312e5c0ba3349,a287bb57,Miguel Morgan,hboyer@example.org,3555600550517932,"Wallace, Ellis and Rice",Electronics,1101.21,EUR,Withdrawal,Success,Northern Mariana Islands,Mobile,2023-03-03 21:05:03,0
97d8334be4ee48f78b3d73ff0c227c81,5ec454c8,Robert Hayes,monique26@example.com,3527356599439811,Fernandez-Holland,Food,1992.14,GBP,Payment,Success,Heard Island and McDonald Islands,POS,2023-10-11 20:41:09,0
1bf7447ff71b411eb35ad9dcd863e4ca,96b32286,Tracy White,chad07@example.com,3530057438926142,"Atkins, Marshall and Jackson",Travel,40.35,GBP,Payment,Failed,Gabon,POS,2023-08-30 15:04:57,0
e0a63e766c464c06af75b9366368caf8,fe440c64,Phillip Simmons,ephillips@example.com,213108232230940,White-Gonzalez,Retail,2854.3,USD,Payment,Pending,Montenegro,POS,2023-05-16 04:35:02,0
7c2a3af17f2f4be89e2e347a4fee9835,2bc85744,Mary Rios,tylerkane@example.com,4093842259976897,Harris-Bishop,Food,4745.73,USD,Payment,Success,South Georgia and the South Sandwich Islands,Mobile,2023-02-13 13:14:27,0
fb1f019fcae24f63a3f0108a29d24f0a,822256b4,Lisa Lindsey,david02@example.net,213185607509884,Larson LLC,Electronics,3450.23,USD,Payment,Failed,Korea,Mobile,2023-03-10 16:45:36,0
9b864b9c8e8e42e7995e15739c1c9fa7,7d6e0e2f,Juan Johnson,julie81@example.com,3532393007253768,"Boone, Andersen and Hartman",Travel,3226.35,CAD,Purchase,Success,Netherlands Antilles,ATM,2023-06-29 00:35:18,0
eccbffef61614fe0a826d607da977e0b,f90d0338,Tiffany Reynolds,stephensdavid@example.org,6011807785737547,"Huang, Mitchell and Smith",Food,1913.07,USD,Purchase,Success,Azerbaijan,Mobile,2023-10-20 05:24:48,0
96bb0963e6c946ed8d9450d85ef08bf8,80792e44,Katherine Davis,neilcisneros@example.net,4962131992690940629,"Gallagher, Taylor and Anderson",Food,3176.19,GBP,Transfer,Success,Andorra,ATM,2023-02-05 20:44:25,0
0a96e0dd446d4a57a24a416fa298dc94,b74af3e2,Derrick Smith,marshlisa@example.com,30044247772363,"Cruz, Rivera and Gamble",Travel,3954.06,EUR,Payment,Success,Burundi,POS,2023-09-25 14:41:01,0
081805b4118e40b88b9e4a1e036117ab,2f262ecd,Ronald Pacheco,jacqueline39@example.com,5510630890206614,"Rodriguez, Morales and Melton",Healthcare,1169.66,USD,Withdrawal,Success,Togo,Mobile,2023-10-07 15:26:48,0
cc9d75d4aced418083dd6d0941e44b3e,cc301b83,David Moore,cassandracross@example.com,4154444321899623,Flores-Riley,Travel,4591.24,EUR,Purchase,Success,Lao People's Democratic Republic,Mobile,2023-05-12 23:11:22,0
7d0c60b34f9542f2be0f78e58e6c17d4,a3beba73,Natasha Chavez,michelemartin@example.org,340352325447658,Martinez-Thomas,Food,4497.88,USD,Transfer,Failed,Rwanda,Web,2023-02-09 20:19:55,0
5fd7d04934f8418db1b74485b9031097,bde58ba8,Phyllis Glenn,angelaspencer@example.com,349252001985057,Smith and Sons,Healthcare,828.85,EUR,Withdrawal,Failed,Honduras,POS,2023-02-09 22:15:51,0
f397ae8cf5424baba8eb38ef4905150e,3024726e,Joyce Casey,hailey15@example.net,6559115617777659,"Jones, Fitzpatrick and Jimenez",Electronics,2207.54,GBP,Transfer,Failed,Timor-Leste,Mobile,2023-10-30 05:51:56,0
fbe4eb8a92254da291638c11ebc24adc,075e6939,Luis Smith,sharondavis@example.net,3553687028579711,"Mendoza, Edwards and Gregory",Healthcare,2932.37,GBP,Payment,Failed,Lebanon,Web,2023-02-15 15:50:07,0
c309e1074a944334a5a889d4f7806e42,1eeec6ee,Jessica Rogers,seanwhite@example.net,2473304477303069,Best-Hardy,Electronics,1661.7,USD,Transfer,Success,South Georgia and the South Sandwich Islands,POS,2023-01-09 20:06:58,0
832536bdeae54bc5a5e3c2863a652ba9,d8256fa3,Megan Avila,oaguirre@example.com,4086735742529212734,"Moore, Carr and Jimenez",Retail,4601.7,GBP,Purchase,Failed,Niger,ATM,2023-08-26 22:58:59,0
d0a1481731c542cfb7470edf6f616de6,62b0511e,Alyssa Li,lisawatkins@example.com,4005027780079919,"Williams, White and Mann",Electronics,552.28,USD,Withdrawal,Success,Azerbaijan,ATM,2023-01-28 11:40:24,0
4cb3e8723c6949369faadde9813be579,f1c0ff8b,Patricia Blair,ssandoval@example.net,4443287759599,Stephenson-Miller,Electronics,1656.24,EUR,Withdrawal,Pending,Congo,ATM,2023-09-03 11:11:28,0
a6dc5612b04f4d999b47cf77705776e3,8b6d08f5,Antonio Campbell,robin46@example.org,6011102131727560,"Benson, Jones and Henderson",Electronics,264.77,GBP,Withdrawal,Pending,Serbia,ATM,2023-05-20 22:03:14,0
bd04b26a6d024f6788bdedbb1e712d2e,c55a3864,Teresa Fox,mitchellbrian@example.net,371087682887151,"Sparks, Freeman and Payne",Healthcare,4914.19,GBP,Purchase,Success,Yemen,POS,2023-03-27 07:09:34,0
1b83af4653504533b1920cb1f877e4f4,408c7822,Peter Lewis,thomasfitzgerald@example.net,4881238988104117006,Turner-Harrell,Healthcare,1860.74,USD,Transfer,Success,India,Mobile,2023-12-20 17:57:51,0
aa16ecc147b0454b82c6e2e8396b8384,cd2904f9,Bradley Morris,james81@example.com,6570472493637449,"West, Romero and Smith",Travel,917.22,CAD,Purchase,Success,Cambodia,Mobile,2023-04-17 10:42:41,0
d7c64b982f3e42cc8fa31294fb82e518,32f321ab,Christy Mack,lhoover@example.net,213185002215038,"Anthony, Carr and Campbell",Entertainment,3496.77,CAD,Transfer,Success,Uruguay,POS,2023-08-06 01:25:04,0
497fe41c4b974ca2960c89f5faa7e65b,2cf4cd04,Bonnie Young,zpowell@example.org,4238062542365644,Pearson-Valencia,Retail,2499.11,USD,Withdrawal,Success,Greenland,Mobile,2023-02-24 15:47:00,0
d91622e8ac794b2e86758e33336ead20,177932c1,Joseph Gonzalez,johnrodriguez@example.com,213180606995127,Moore LLC,Healthcare,3588.77,CAD,Purchase,Success,Sudan,Web,2023-01-07 05:43:22,0
a26ef1cd7ad44e3b8ff0f2c1dc01edb2,1a130d0f,Sarah Gutierrez,victoria03@example.org,3578280453439071,Tanner and Sons,Food,3289.41,CAD,Payment,Success,Myanmar,Mobile,2023-09-10 07:29:04,0
ac5fb3a73e1046d5bc785e6a715f3e07,eae669b9,Scott Harris,selena49@example.com,3587015275360728,Juarez-Allen,Healthcare,2487.27,USD,Payment,Pending,Vietnam,POS,2023-05-17 05:34:19,0
eae7b435b004442a8ad8f639d787eba8,f8c8497e,Jessica Alvarez,nathan39@example.org,3583530547951694,Hayes LLC,Entertainment,4370.6,CAD,Transfer,Pending,Isle of Man,POS,2023-03-31 17:31:57,0
0359500595f04fc8bce9a7f26379fbf5,39672b7a,James Walker,jennifer18@example.net,4917885077466926,Griffin-Olsen,Food,1152.54,USD,Transfer,Pending,Guadeloupe,POS,2023-12-05 12:25:07,0
d1fce1f9bc934d4c9a73b96908e49f9e,751d9db8,Dana Strong,amanda98@example.com,30498034719690,Richards-Kelly,Travel,3449.88,GBP,Purchase,Failed,Nepal,Mobile,2023-07-15 12:20:44,0
46be3822b85149ef9f8fac4f4597ed6f,827c425b,Eric Webb,johndavenport@example.net,4752334300827147417,"Morrison, Anderson and Morris",Electronics,3269.83,EUR,Transfer,Success,Albania,ATM,2023-12-17 10:22:11,0
028d1084ba6a49b4bfbe46ccba476227,fc37de0f,Tracy Mccarthy,davidmartinez@example.net,4460220194885546,Frost-Winters,Electronics,4832.7,CAD,Withdrawal,Failed,Senegal,Web,2023-06-19 23:41:42,0
7ada005a57e241e39ffa5e483dfa60fd,656c776e,George Hernandez,xnelson@example.net,4201747277005935,Rodriguez Inc,Electronics,4574.07,CAD,Withdrawal,Failed,Cayman Islands,ATM,2023-03-06 02:23:14,0
a012a5275a074b14a23e40937a542439,ab73fb96,Anthony Jackson,lgonzalez@example.org,3589759751513650,James-Sims,Electronics,1937.42,GBP,Withdrawal,Success,Korea,Mobile,2023-02-12 19:16:54,0
0315049aefaa48298b4e8d778eceddea,80ffbdbd,Marie Taylor,summerstheresa@example.org,584570926314,Vaughan-Jackson,Food,4955.73,CAD,Transfer,Failed,Faroe Islands,Web,2023-12-04 21:41:13,0
56cfbb042d0548fa900d76652debdc12,a9add1a9,Richard Powell,tayloraaron@example.org,2247385481987315,"Sims, Walker and Davies",Electronics,1873.23,USD,Withdrawal,Failed,French Guiana,Web,2023-01-16 12:06:32,0
b805afd1d906486aa6cb483e934ba585,d0a7fd5e,Darren French,jroy@example.net,4948366524069905,"Moreno, Palmer and Schneider",Healthcare,1927.77,USD,Transfer,Pending,Aruba,ATM,2023-11-22 15:13:45,0
57746b168840420181725e170f458fd0,5b461515,Joseph Duncan,johnkaufman@example.com,2291062608977132,"Hernandez, Parker and Stewart",Food,1934.11,EUR,Withdrawal,Failed,Gibraltar,ATM,2023-12-27 08:43:40,0
e0a30b0207224d768e72c86d4fa83393,72d88409,Douglas Wood,lawrencenicole@example.net,4132567017710576,"Pearson, Horn and Smith",Entertainment,2930.73,CAD,Purchase,Pending,Tunisia,POS,2023-08-19 07:21:26,0
6354775ef9184ebeac9e3fb1b1c7039e,a6fa4ee5,James Powers,jordanrebecca@example.org,4880352005655776,Adams-Webb,Travel,2147.75,USD,Payment,Success,Saudi Arabia,Web,2023-06-16 04:36:57,0
785a5b2c72944c33b0a532ae0db27395,02a5a6c7,Joseph Clark,williamthompson@example.com,4575876999026008,Murphy PLC,Food,1091.52,EUR,Withdrawal,Failed,Luxembourg,Mobile,2023-07-28 16:16:45,0
91500a8d62064a4a8f68d54962f34a6a,09d2bf18,Edgar Gonzalez,williambailey@example.org,4147465482880900975,Owens PLC,Travel,745.29,EUR,Purchase,Pending,Chad,Web,2023-04-05 17:55:14,0
a9b5aba129f1401a8253d7923d94d2d6,e5384ff9,Erica Mosley,moralesjennifer@example.com,3519981847300604,Duran PLC,Entertainment,1700.68,GBP,Transfer,Pending,Turks and Caicos Islands,ATM,2023-01-24 12:06:10,0
2dadfd8e89504cc7b869c07238ffbc8a,26186956,Caitlyn Scott,schwartzveronica@example.org,30500806905736,"Foley, Casey and Bowman",Travel,1671.53,CAD,Payment,Success,United Arab Emirates,Web,2023-08-10 22:25:04,0
986b75e813e44de9ba377ef4da25f7e0,a8167065,Wendy Sanders,helenmorgan@example.com,180093505450095,"Benson, Nixon and Young",Travel,3091.71,CAD,Payment,Success,New Caledonia,Web,2023-01-20 00:11:29,0
2c930076bd4343e290bcdda611eb2925,419e7796,Joseph Smith,gbailey@example.com,30238262166135,Johnson Inc,Food,3243.49,EUR,Purchase,Success,Saint Martin,ATM,2023-05-17 21:14:05,0
67e5e639a76e4b1084cf62c2c43a7241,cba4582a,Sherri Franklin,danielle09@example.net,6565162130871496,Gonzales-Sweeney,Entertainment,725.96,GBP,Payment,Pending,Reunion,POS,2023-03-22 11:58:04,0
7340644b1f204e17aa5a5a4fe9d26c5a,b6cbd729,Troy Smith,kaitlynpayne@example.org,2223080521750181,Lopez-Moore,Retail,919.69,USD,Purchase,Failed,Serbia,ATM,2023-02-22 16:56:53,0
f20e843fa440482287743a562aeb093e,b401fdb2,Sydney Martinez,pkerr@example.net,343642552249638,Hull-Gardner,Healthcare,1693.09,CAD,Purchase,Failed,Liechtenstein,Mobile,2023-06-21 15:53:24,0
463e3f476dcd49d39559f3e9834f1ab6,e1e5375a,Jose Wilson,summersmckenzie@example.com,4462731971170645069,Solis Group,Electronics,1591.74,GBP,Payment,Pending,Nepal,Web,2023-09-18 09:17:03,0
62385abcfbf241c8bad0b72bb40bc383,996bd7ea,Bryan Weaver,melissablake@example.com,4774381167044,Shannon-Smith,Entertainment,3836.43,CAD,Payment,Success,Christmas Island,POS,2023-07-25 09:04:51,0
058ee49029c742da891a61f6429b1e4c,84016577,Brian Obrien,fisherzachary@example.org,6011726384842336,Frank and Sons,Retail,4008.79,GBP,Withdrawal,Success,Aruba,Web,2023-09-18 09:23:42,0
7b40c56a41bb497b9410fe004ef1ef0c,4679fb9b,Jonathan Burton,wileyjessica@example.net,4905710828554503,Gomez-Rivera,Healthcare,478.42,CAD,Purchase,Pending,Albania,Mobile,2023-05-01 21:34:55,0
ecf4736e0cce48b9980c05bc61f957ef,059c8248,Katherine Clark,vdennis@example.org,213117194736109,Alvarado-Smith,Healthcare,3466.44,EUR,Payment,Failed,Burkina Faso,ATM,2023-11-06 07:42:59,0
e65c7dc74ee34bc3ade0afea37df8415,685b8638,Thomas Shannon,dbarker@example.org,6545942579413958,"Wallace, Riley and Green",Healthcare,1017.61,EUR,Payment,Success,French Polynesia,Mobile,2023-08-12 12:59:26,0
8c1132a39e484b3cbd59afa3a7d604b3,297bb18c,Devon Harmon,ramirezshirley@example.org,377751236257948,Rodriguez LLC,Travel,718.49,EUR,Purchase,Success,Bouvet Island (Bouvetoya),POS,2023-12-14 14:36:05,0
52af1ec357594341abef7e853edb4a92,42416c65,Brian Higgins,morenotimothy@example.com,3579932900392241,Chaney LLC,Healthcare,2418.84,EUR,Payment,Failed,Isle of Man,Web,2023-03-07 14:35:33,0
f5bdcce45541443f93dd17b4be0bb5d1,f3712bff,Ms. Kimberly George MD,llloyd@example.net,213120372522473,"Bridges, Taylor and Day",Electronics,1734.33,EUR,Payment,Failed,Greece,Web,2023-07-29 00:27:03,0
20e4a49cb5044b349437481513fbd7d1,5676a6e5,Joseph Hensley,turnerbilly@example.net,4352523342393,Rodgers and Sons,Food,4336.37,GBP,Withdrawal,Success,Mongolia,Web,2023-04-03 22:42:50,0
1e942af174f64b0f89c3d27fccda7e1e,7616a7b6,Philip Shaw,barrettjoseph@example.com,582407054060,Sims Inc,Healthcare,4785.26,USD,Withdrawal,Pending,Latvia,Mobile,2023-01-13 10:19:17,0
790a7a0751d74bd48e528b832929e5a5,ff79ce3c,Juan Arnold,zcarlson@example.com,4495495016405021235,Grant and Sons,Electronics,1076.45,CAD,Purchase,Success,Romania,Web,2023-01-14 22:48:35,0
7837b80a893547bcabf096076f757e8d,6fd23bfa,Jeremy Foster,reevesanita@example.com,30021555523166,Watts Ltd,Electronics,4353.17,GBP,Transfer,Success,Turkmenistan,POS,2023-04-26 19:26:02,0
8bb1ee865bca481fab8c26da2f240a99,1543ee3a,Amy Hill,michellelozano@example.org,6011291463458660,"Kaiser, Christensen and Webb",Electronics,1768.69,USD,Withdrawal,Success,Yemen,Mobile,2023-11-30 19:31:25,1
bda76964c3c6425ea5917592823f2963,af054277,Brian Gonzalez,teresa95@example.net,2274278325973193,Hughes-Snyder,Food,1205.38,EUR,Withdrawal,Pending,Romania,ATM,2023-10-09 22:34:31,0
c246eeb3c3ea4203a3b325b44a0c4b1b,932f1f0d,Connie Gray,shannon69@example.com,6504677011939611,Stone-Edwards,Food,1943.4,EUR,Transfer,Success,Chile,POS,2023-07-30 11:51:22,0
3d956f556426463e8901157a4fd8a3f8,586a8cf9,Robert Jones,pattersonbruce@example.com,4709205977685453,Adams PLC,Retail,2973.47,GBP,Transfer,Pending,Bahamas,Web,2023-06-10 07:02:18,0
c6b9c5bc7fa44b489a41cfd76a976ef2,e4a0ac74,Glenda Mccarty,amyfloyd@example.com,4478346026363608,Gibson Inc,Travel,3563.34,CAD,Purchase,Pending,Morocco,POS,2023-02-22 22:27:28,0
4a7b1a7a6f50426294e568e372156377,9c0622b9,Jacqueline Coleman,jessicareynolds@example.net,4826575984568835973,"Mitchell, Morales and Meza",Electronics,4115.22,EUR,Withdrawal,Success,Bouvet Island (Bouvetoya),Web,2023-07-28 10:28:31,0
ba8a248a78ae47e7af504a0a0e236047,ec258515,Monica Jones,cpowell@example.org,4588879436569144367,"Fitzgerald, Hardy and Snyder",Entertainment,30.88,USD,Withdrawal,Pending,Chile,ATM,2023-01-03 04:54:48,0
04f91753ac6b41bebe2df8227d991c29,e809b65c,Michael Calderon,williamsedward@example.org,377339006048786,"Rowe, Wilson and Rodriguez",Healthcare,803.27,GBP,Withdrawal,Success,Burkina Faso,Web,2023-10-19 22:12:53,0
8f5cc5ad2e844b5b9b4832fd370d43ca,a4e70bfd,Jay Parker,michelle73@example.net,4623288513482596,"Gamble, Carroll and Gibbs",Electronics,3071.79,CAD,Withdrawal,Failed,Netherlands,Web,2023-08-28 08:48:50,0
cd522faa5fc64baca8dafe09c02facd1,fd69150f,Ann Hall,christina45@example.com,4077011655715479,Travis-Wade,Food,3429.58,CAD,Purchase,Failed,Poland,POS,2023-09-22 23:48:07,0
8b99ffe624b74d24be2724f61fb47151,657a7a29,Joseph Wang,jrodriguez@example.net,349845666337330,"Moore, Holmes and Davidson",Entertainment,3423.86,EUR,Transfer,Pending,Jordan,ATM,2023-03-21 12:58:37,0
cfa748d49dfa4f69b9b1109d1be27c65,5024c341,Ruth Case,brianclark@example.org,3555028306465422,Williamson Group,Entertainment,1836.38,USD,Payment,Pending,Tonga,Web,2023-10-04 10:48:09,0
48d816340ea841cd8d867a94f658df7e,1280f60d,John Rich,helen41@example.net,4376777998229067,Johnson Inc,Healthcare,2726.33,EUR,Purchase,Pending,Equatorial Guinea,ATM,2023-09-15 12:27:40,1
10606e4e8d7c42829cd32df7b2d08d8e,35a62390,Dustin Miller,renee05@example.com,4585784152441873,Elliott-Davis,Retail,3387.89,USD,Purchase,Pending,Seychelles,Web,2023-05-19 14:05:51,0
c59633fff2034a3482a249cbe3c3cf1c,35282910,Matthew Coleman,margaret63@example.net,4361135770941,Campbell-Meyer,Travel,2456.44,USD,Withdrawal,Pending,Finland,POS,2023-01-01 05:20:08,0
b234a6e3aa0d42f4855bd52f996c1ddd,0e5ae1aa,Ann Craig,rbrewer@example.org,3535720178139169,Smith-Lang,Retail,1599.38,GBP,Withdrawal,Pending,Egypt,ATM,2023-07-09 17:09:16,0
cc509f4b68d940d0a0de4ec3bfe91e9b,7c87da49,Eric Vargas,roberta58@example.net,30442693422527,Lowery-Jordan,Electronics,3501.93,GBP,Payment,Success,Poland,ATM,2023-10-15 19:08:58,0
16b8a0377c994758a591e4fe89f95341,ea0324fb,Timothy Lindsey,kathryn70@example.com,4334354327708318835,Roach Ltd,Travel,320.8,USD,Withdrawal,Success,Dominican Republic,Mobile,2023-12-09 20:02:10,0
a047f3200d6d4ea29b1d30c4d1cc0cf8,7c9af29f,Jody Williams,diazpaul@example.com,4917150731709102189,Hart PLC,Retail,3174.11,GBP,Transfer,Pending,Uruguay,ATM,2023-01-26 03:57:52,0
b661b0e0d80b418d95eef1b8887a93a0,557cf2c9,Stephanie Harris,melissaharris@example.net,3573770881287048,"Cox, Smith and Hall",Travel,3836.65,USD,Withdrawal,Failed,Netherlands Antilles,POS,2023-02-12 03:00:17,0
